Id,count_non_null,count_zeros,missing_count,missing_ratio,mean,std,min,max,range,median,L1_S25_mean,L1_S25_count,L1_S25_std,L1_S24_mean,L1_S24_count,L1_S24_std,L3_S30_mean,L3_S30_count,L3_S30_std,L3_S29_mean,L3_S29_count,L3_S29_std,L0_S21_mean,L0_S21_count,L0_S21_std,L0_S22_mean,L0_S22_count,L0_S22_std,L0_S23_mean,L0_S23_count,L0_S23_std,L2_S26_mean,L2_S26_count,L2_S26_std,L2_S27_mean,L2_S27_count,L2_S27_std,L2_S28_mean,L2_S28_count,L2_S28_std,Response
492,204,40,764,0.7892561983471075,-0.008289215686274512,0.1088400085875253,-0.48,0.337,0.817,0.0,,0,,,0,,-0.014029411764705882,68,0.06782769446886905,-0.01609433962264151,53,0.15042596749934237,,0,,,0,,,0,,,0,,0.022142857142857148,14,0.10239280108623708,,0,,0
493,190,34,778,0.8037190082644629,0.005363157894736843,0.11829726573307604,-0.48,0.453,0.933,0.0,,0,,,0,,0.008882352941176471,68,0.043731722633922054,0.0020377358490566086,53,0.1733536805165128,,0,,,0,,,0,,,0,,,0,,,0,,0
494,110,37,858,0.8863636363636364,0.0030272727272727283,0.09934025109645428,-0.303,0.343,0.646,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
495,161,28,807,0.8336776859504132,0.016844720496894415,0.10336123300143846,-0.211,0.52,0.731,0.003,0.03828260869565218,46,0.09141204954453415,,0,,0.025833333333333333,36,0.045821704152383645,0.01866037735849057,53,0.14218932982203508,,0,,,0,,,0,,,0,,,0,,,0,,0
496,210,38,758,0.7830578512396694,-0.007285714285714285,0.10875016047159373,-0.48,0.411,0.891,0.0,,0,,0.010775510204081634,49,0.11462443480524459,0.00038235294117647093,68,0.05888339841845416,-0.021622641509433962,53,0.15087797239632667,,0,,,0,,,0,,-0.07585714285714286,14,0.1391412437571467,,0,,,0,,0
499,190,41,778,0.8037190082644629,-0.012378947368421052,0.11286918765852647,-0.48,0.601,1.081,0.0,,0,,,0,,-0.0055,68,0.06187095381011296,-0.011169811320754718,53,0.14190445537661228,,0,,,0,,,0,,,0,,,0,,,0,,0
500,158,28,810,0.8367768595041323,0.019158227848101266,0.17170525486922547,-0.725,0.623,1.3479999999999999,0.0,,0,,,0,,0.0035277777777777777,36,0.06027768414885569,0.019264150943396223,53,0.22325848686972996,,0,,,0,,,0,,,0,,,0,,,0,,0
502,204,41,764,0.7892561983471075,-0.010431372549019609,0.10959958557721805,-0.48,0.335,0.815,0.0,,0,,,0,,-0.004191176470588235,68,0.054515575578772096,-0.03656603773584906,53,0.16348235725017998,,0,,,0,,,0,,,0,,0.04228571428571428,14,0.11215334870780108,,0,,0
503,158,28,810,0.8367768595041323,0.005082278481012657,0.15251646941202532,-0.68,0.52,1.2000000000000002,0.0,,0,,,0,,-0.008777777777777777,36,0.10495879766055444,0.007490566037735841,53,0.2013817292378514,,0,,,0,,,0,,,0,,,0,,,0,,0
504,190,38,778,0.8037190082644629,-0.008105263157894735,0.11280858664494417,-0.48,0.446,0.9259999999999999,0.0,,0,,,0,,-0.0030882352941176477,68,0.0665395708311346,-0.008528301886792447,53,0.14537188435362078,,0,,,0,,,0,,,0,,,0,,,0,,0
505,196,39,772,0.7975206611570248,-0.007943877551020408,0.09278650384434534,-0.257,0.52,0.777,0.0,,0,,-0.014979591836734694,49,0.07269499346468045,-0.0033970588235294114,68,0.06507381336029278,0.0015471698113207531,53,0.14131655219587091,,0,,,0,,,0,,,0,,,0,,,0,,0
508,206,41,762,0.7871900826446281,-0.005723300970873786,0.09868168160142281,-0.48,0.365,0.845,0.0,,0,,,0,,-0.00013235294117647134,68,0.049138520139959604,-0.015150943396226415,53,0.13430181226602658,,0,,,0,,-0.06521428571428571,14,0.09555117724302235,0.027642857142857136,14,0.13371128894453446,,0,,,0,,0
510,190,38,778,0.8037190082644629,-0.006426315789473682,0.1077941519656563,-0.48,0.373,0.853,0.0,,0,,,0,,-0.0011323529411764704,68,0.06063467911021667,-0.016471698113207544,53,0.15283772235906656,,0,,,0,,,0,,,0,,,0,,,0,,0
511,210,38,758,0.7830578512396694,0.0007238095238095258,0.10489502569731371,-0.272,0.52,0.792,0.0,,0,,0.002755102040816328,49,0.08856413180389039,-0.013029411764705883,68,0.0613509528902717,0.009075471698113211,53,0.132458534739193,,0,,,0,,,0,,0.09278571428571428,14,0.18095523397596625,,0,,,0,,0
515,166,25,802,0.8285123966942148,0.0157710843373494,0.14471085698217004,-0.406,0.52,0.926,0.0,-0.02243243243243243,37,0.14847793336619655,,0,,0.01808333333333333,36,0.07378632277442364,0.06726415094339623,53,0.1811531599061324,,0,,,0,,,0,,-0.025714285714285714,14,0.1854800128446059,,0,,,0,,0
516,169,25,799,0.8254132231404959,0.015562130177514791,0.14356895633808442,-0.406,0.52,0.926,0.0,-0.02243243243243243,37,0.14847793336619655,,0,,0.01808333333333333,36,0.07378632277442364,0.06726415094339623,53,0.1811531599061324,,0,,,0,,,0,,-0.025714285714285714,14,0.1854800128446059,,0,,,0,,0
517,253,43,715,0.7386363636363636,-0.009079051383399211,0.10974278041431623,-0.48,0.621,1.101,0.0,,0,,0.0006938775510204077,49,0.1172318223438842,0.004235294117647059,68,0.0489184876833456,-0.012924528301886793,53,0.13855182993775342,,0,,,0,,,0,,,0,,-0.0845,14,0.11460416826893943,,0,,0
518,220,40,748,0.7727272727272727,0.011668181818181822,0.13189893005670578,-0.48,0.684,1.1640000000000001,0.0,,0,,0.06872881355932205,59,0.19624130382740135,-0.01660294117647059,68,0.06341409507283796,-0.032981132075471695,53,0.11184217770625882,,0,,,0,,,0,,,0,,0.06264285714285715,14,0.0869983263701595,,0,,0
519,190,39,778,0.8037190082644629,-0.056926315789473686,0.22990318837152274,-0.987,0.451,1.438,0.0,,0,,,0,,-0.17366176470588235,68,0.30580623122094125,0.014679245283018866,53,0.1799321211312868,,0,,,0,,,0,,,0,,,0,,,0,,0
520,192,40,776,0.8016528925619835,0.008182291666666668,0.10921865814441849,-0.48,0.803,1.283,0.0,,0,,,0,,0.03163235294117647,68,0.0635020047660419,-0.028207547169811317,53,0.12369788856020356,0.048,14,0.0625951583283711,,0,,,0,,,0,,,0,,,0,,0
522,164,27,804,0.8305785123966942,0.027079268292682927,0.10758047264799889,-0.211,0.52,0.731,0.0,,0,,0.03273469387755103,49,0.08953648593129603,0.006277777777777777,36,0.08345729827235383,0.03616981132075472,53,0.14435529563826152,,0,,,0,,,0,,,0,,,0,,,0,,0
523,190,40,778,0.8037190082644629,0.0003052631578947371,0.1049337985996634,-0.48,0.453,0.933,0.0,,0,,,0,,0.01948529411764706,68,0.04521210135425499,-0.020396226415094337,53,0.163567245595321,,0,,,0,,,0,,,0,,,0,,,0,,0
524,110,37,858,0.8863636363636364,-0.014745454545454544,0.0987756643100072,-0.52,0.214,0.734,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
525,187,36,781,0.8068181818181818,0.00025133689839572333,0.09551533084077377,-0.48,0.312,0.792,0.0,,0,,,0,,0.00889705882352941,68,0.044428087023790516,-0.021415094339622638,53,0.11629049070890471,,0,,,0,,,0,,,0,,,0,,,0,,0
527,190,37,778,0.8037190082644629,0.011378947368421053,0.11196198135406238,-0.48,0.409,0.889,0.0,,0,,,0,,0.01873529411764705,68,0.05275559463776184,-0.03952830188679245,53,0.1293618365690689,,0,,,0,,,0,,,0,,,0,,,0,,0
532,220,37,748,0.7727272727272727,-0.006145454545454546,0.11262965832134257,-0.48,0.344,0.824,0.0,,0,,-0.029118644067796618,59,0.14236549426300754,0.0007500000000000009,68,0.05025231115201969,-0.0027169811320754736,53,0.14774723443441798,,0,,,0,,,0,,0.026714285714285715,14,0.0989517586981179,,0,,,0,,0
533,190,36,778,0.8037190082644629,0.008331578947368419,0.12553403616385853,-0.485,0.409,0.8939999999999999,0.0,,0,,,0,,0.004573529411764706,68,0.061925645394348416,0.026622641509433966,53,0.16249736405141307,,0,,,0,,,0,,,0,,,0,,,0,,0
534,190,37,778,0.8037190082644629,0.009421052631578948,0.12229412709813846,-0.495,0.539,1.034,0.0,,0,,,0,,0.023661764705882354,68,0.08063194624370841,-0.007999999999999998,53,0.14278641930681485,,0,,,0,,,0,,,0,,,0,,,0,,0
538,204,37,764,0.7892561983471075,-0.007509803921568625,0.10377151341772793,-0.48,0.35,0.83,0.0,,0,,,0,,-0.008249999999999999,68,0.06875727912618286,-0.027452830188679243,53,0.13171013716574972,,0,,,0,,,0,,,0,,0.024428571428571428,14,0.11226186028534034,,0,,0
540,190,37,778,0.8037190082644629,0.004242105263157895,0.12043397855801165,-0.48,0.42,0.8999999999999999,0.0,,0,,,0,,-0.003294117647058823,68,0.0547570097260178,0.04226415094339623,53,0.17487084805027658,,0,,,0,,,0,,,0,,,0,,,0,,0
541,190,37,778,0.8037190082644629,0.004242105263157895,0.12043397855801165,-0.48,0.42,0.8999999999999999,0.0,,0,,,0,,-0.003294117647058823,68,0.0547570097260178,0.04226415094339623,53,0.17487084805027658,,0,,,0,,,0,,,0,,,0,,,0,,0
544,190,41,778,0.8037190082644629,0.00024210526315788912,0.11433555144217741,-0.319,0.52,0.839,0.0,,0,,,0,,-0.015808823529411764,68,0.07384417990646217,0.001075471698113204,53,0.13343218517523653,,0,,,0,,,0,,,0,,,0,,,0,,0
545,190,42,778,0.8037190082644629,-0.0025315789473684203,0.123810730072525,-0.502,0.513,1.0150000000000001,0.0,,0,,,0,,-0.0058823529411764705,68,0.08699726010641266,-0.02169811320754717,53,0.14599296412257212,,0,,,0,,,0,,,0,,,0,,,0,,0
547,207,38,761,0.7861570247933884,-0.013971014492753621,0.11685568699445663,-0.951,0.332,1.283,0.0,-0.033521739130434776,46,0.17965766695213983,,0,,0.0007058823529411747,68,0.07271310601106927,-0.02209433962264151,53,0.12540952364629301,,0,,,0,,,0,,-0.03657142857142857,14,0.09246014882574612,,0,,,0,,0
550,207,38,761,0.7861570247933884,0.005057971014492755,0.10827834735782986,-0.48,0.372,0.852,0.0,0.04515217391304348,46,0.11341858899008757,,0,,-0.012808823529411763,68,0.05211389861108076,-0.003056603773584904,53,0.15703042516246776,,0,,,0,,,0,,,0,,0.0027857142857142876,14,0.1192999958549413,,0,,0
553,192,42,776,0.8016528925619835,-0.0067760416666666655,0.10807805424982267,-0.48,0.424,0.9039999999999999,0.0,,0,,,0,,0.0013823529411764704,68,0.0572882289521206,-0.02713207547169811,53,0.1313178817479304,,0,,-0.014428571428571431,14,0.1509761643366336,,0,,,0,,,0,,,0,,0
555,158,27,810,0.8367768595041323,0.017537974683544306,0.12466907206532782,-0.336,0.52,0.8560000000000001,0.0,,0,,,0,,-0.005666666666666665,36,0.0691693573773821,0.016905660377358495,53,0.14412471417690564,,0,,,0,,,0,,,0,,,0,,,0,,0
558,190,38,778,0.8037190082644629,0.009626315789473686,0.11024509655489033,-0.48,0.398,0.878,0.0,,0,,,0,,0.0071029411764705905,68,0.07160820842339538,-0.009981132075471699,53,0.13693618538547261,,0,,,0,,,0,,,0,,,0,,,0,,0
560,164,33,804,0.8305785123966942,0.0017073170731707332,0.15942053718449634,-0.702,0.52,1.222,0.0,,0,,,0,,-0.010861111111111108,36,0.07915812485246683,0.01849056603773585,53,0.24473789925625689,,0,,,0,,0.03135714285714286,14,0.12261296652654466,,0,,,0,,,0,,0
561,190,39,778,0.8037190082644629,0.01846315789473684,0.11518008081447917,-0.48,0.351,0.831,0.0,,0,,,0,,0.002000000000000001,68,0.05633879393004911,0.030754716981132076,53,0.15600109783395477,,0,,,0,,,0,,,0,,,0,,,0,,0
562,161,27,807,0.8336776859504132,0.014248447204968944,0.12942778058901697,-0.402,0.52,0.922,0.0,0.009695652173913043,46,0.13143648564403304,,0,,-0.013027777777777779,36,0.06455495382611673,0.030716981132075473,53,0.1710900996729378,,0,,,0,,,0,,,0,,,0,,,0,,0
564,190,38,778,0.8037190082644629,-0.006126315789473685,0.12866302668634136,-0.498,0.453,0.9510000000000001,0.0,,0,,,0,,-0.01036764705882353,68,0.05377951238706046,0.006113207547169812,53,0.17922092730410852,,0,,,0,,,0,,,0,,,0,,,0,,0
565,210,36,758,0.7830578512396694,0.007214285714285716,0.11151405509592566,-0.48,0.294,0.774,0.0,,0,,-0.034367346938775516,49,0.11634605241074845,0.03775,68,0.0870810867619473,0.00867924528301887,53,0.15005957452662513,,0,,,0,,,0,,0.017785714285714287,14,0.06062517701344952,,0,,,0,,0
567,190,40,778,0.8037190082644629,0.002642105263157895,0.10806826333627245,-0.292,0.565,0.857,0.0,,0,,,0,,-0.011867647058823526,68,0.04281334162672552,0.00022641509433962264,53,0.1235145026535243,,0,,,0,,,0,,,0,,,0,,,0,,0
570,158,29,810,0.8367768595041323,0.020037974683544305,0.12726930602366213,-0.294,0.606,0.8999999999999999,0.0,,0,,,0,,0.008055555555555554,36,0.07997283268869479,0.05718867924528302,53,0.1469638962209863,,0,,,0,,,0,,,0,,,0,,,0,,0
571,207,42,761,0.7861570247933884,-0.016545893719806762,0.10170515433114788,-0.656,0.25,0.906,0.0,-0.02943478260869565,46,0.1388230932076125,,0,,0.01739705882352941,68,0.06327130393526062,-0.04615094339622642,53,0.11169023031209943,,0,,,0,,,0,,-0.02457142857142857,14,0.11891090024805209,,0,,,0,,0
573,190,39,778,0.8037190082644629,0.017194736842105266,0.10927950171904198,-0.48,0.476,0.956,0.0,,0,,,0,,0.021691176470588235,68,0.05845607034166161,-0.009132075471698111,53,0.13572384827229275,,0,,,0,,,0,,,0,,,0,,,0,,0
575,193,37,775,0.8006198347107438,-0.0044455958549222815,0.10522925564463192,-0.337,0.52,0.857,0.0,,0,,,0,,-0.01313235294117647,68,0.055969049125857755,0.015679245283018867,53,0.16153087030335073,,0,,,0,,,0,,,0,,,0,,,0,,0
576,112,38,856,0.8842975206611571,0.02089285714285714,0.11761184878891663,-0.25,0.803,1.053,0.0,,0,,,0,,,0,,,0,,0.026214285714285714,14,0.04905441024857158,,0,,,0,,,0,,,0,,,0,,0
580,210,38,758,0.7830578512396694,0.023700000000000002,0.13914221322945922,-0.48,0.911,1.391,0.0,,0,,0.03267346938775511,49,0.110342721356973,0.0443235294117647,68,0.08705967093766916,-0.008566037735849057,53,0.12908308437024973,,0,,,0,,,0,,0.047142857142857146,14,0.38847272097929214,,0,,,0,,0
581,172,28,796,0.8223140495867769,0.002075581395348837,0.12195018677810861,-0.339,0.534,0.873,0.0,,0,,,0,,-0.0027499999999999994,36,0.062309996904876465,0.03658490566037736,53,0.15240803456034926,,0,,,0,,,0,,-0.07085714285714287,14,0.13701367542237253,,0,,,0,,0
584,204,39,764,0.7892561983471075,5.882352941176421e-05,0.1345638327864349,-0.48,0.904,1.384,0.0,,0,,,0,,0.017308823529411765,68,0.04823550972670714,-0.03528301886792452,53,0.14341097176116063,,0,,,0,,,0,,0.04971428571428571,14,0.35530429614225445,,0,,,0,,0
585,190,37,778,0.8037190082644629,-0.010063157894736842,0.10463398645875087,-0.48,0.348,0.828,0.0,,0,,,0,,-0.0052352941176470585,68,0.054519917665934364,-0.04979245283018868,53,0.1297192765597142,,0,,,0,,,0,,,0,,,0,,,0,,0
586,210,37,758,0.7830578512396694,0.013447619047619047,0.12043708126878193,-0.186,0.908,1.094,0.0,,0,,0.007530612244897958,49,0.07217285444242419,0.013338235294117647,68,0.05017866892166212,-0.0016981132075471702,53,0.12754751526477381,,0,,,0,,,0,,0.14821428571428572,14,0.32322537471111834,,0,,,0,,0
587,160,27,808,0.8347107438016529,0.010425,0.12835321499184246,-0.377,0.52,0.897,0.0,,0,,,0,,0.005472222222222222,36,0.08368904557471275,0.05030188679245283,53,0.18362583035426858,-0.008857142857142857,14,0.05464128777463365,,0,,,0,,,0,,,0,,,0,,0
588,190,41,778,0.8037190082644629,0.007757894736842106,0.10602986659098015,-0.48,0.583,1.063,0.0,,0,,,0,,0.004073529411764706,68,0.0404671660442863,-0.006509433962264147,53,0.1442177337118467,,0,,,0,,,0,,,0,,,0,,,0,,0
589,164,29,804,0.8305785123966942,-0.028902439024390245,0.1486593759416618,-0.702,0.53,1.232,-0.001,,0,,,0,,-0.021944444444444447,36,0.06946692715425067,-0.04145283018867925,53,0.2024852858887563,,0,,-0.057142857142857155,14,0.19764220085912712,,0,,,0,,,0,,,0,,0
594,190,37,778,0.8037190082644629,-0.004536842105263157,0.11941199061736842,-0.48,0.591,1.071,0.0,,0,,,0,,-0.01236764705882353,68,0.07110070730629664,-0.009207547169811323,53,0.14276168394735092,,0,,,0,,,0,,,0,,,0,,,0,,0
597,190,36,778,0.8037190082644629,-0.010289473684210527,0.10230908349633033,-0.492,0.343,0.835,0.0,,0,,,0,,-0.013308823529411765,68,0.054866801356854865,-0.02462264150943396,53,0.12046899160797392,,0,,,0,,,0,,,0,,,0,,,0,,0
599,210,40,758,0.7830578512396694,0.0022809523809523805,0.1326395703261795,-0.381,0.52,0.901,0.0,,0,,-0.0032448979591836674,49,0.17389083388391563,0.019558823529411767,68,0.06571248600156372,-0.0007547169811320762,53,0.17885661486018706,,0,,,0,,,0,,-0.005571428571428574,14,0.11894065377691143,,0,,,0,,0
601,190,36,778,0.8037190082644629,-0.004689473684210527,0.0984984806088968,-0.293,0.52,0.813,0.0,,0,,,0,,-0.0014411764705882346,68,0.04751822348083275,-0.01320754716981132,53,0.1376879636226792,,0,,,0,,,0,,,0,,,0,,,0,,0
602,210,36,758,0.7830578512396694,-0.013623809523809522,0.10954877616214526,-0.374,0.52,0.894,0.0,,0,,-0.00012244897959183754,49,0.07698583004170886,0.006382352941176472,68,0.05819473982788107,-0.05358490566037736,53,0.17897404560032895,,0,,,0,,,0,,-0.0005714285714285719,14,0.09282051686803058,,0,,,0,,0
603,201,36,767,0.7923553719008265,0.00022388059701492486,0.10770526740538582,-0.48,0.323,0.8029999999999999,0.0,-0.004674999999999999,40,0.14182679713162596,,0,,-0.006029411764705884,68,0.07036450313291036,0.025415094339622645,53,0.13974515733487372,,0,,,0,,,0,,-0.021928571428571433,14,0.07577544181605002,,0,,,0,,0
604,155,27,813,0.8398760330578512,-0.0832,0.25168299479728434,-0.987,0.52,1.5070000000000001,-0.001,,0,,,0,,-0.29324999999999996,36,0.38282956856991673,0.0019200000000000018,50,0.17739599885049057,,0,,,0,,,0,,,0,,,0,,,0,,0
605,210,38,758,0.7830578512396694,0.013066666666666666,0.08780232982562036,-0.246,0.52,0.766,0.0,,0,,0.030510204081632665,49,0.08249674802908384,0.014470588235294117,68,0.05254805067268965,0.005452830188679242,53,0.12791351736438294,,0,,,0,,,0,,,0,,,0,,0.02714285714285714,14,0.10979411301498479,0
607,207,37,761,0.7861570247933884,0.014125603864734299,0.13064453243753793,-0.765,0.448,1.213,0.0,-0.014043478260869564,46,0.15649252115914028,,0,,0.04083823529411764,68,0.10484140265311297,0.013773584905660375,53,0.1652543076954465,,0,,,0,,,0,,0.004428571428571428,14,0.108548971072411,,0,,,0,,0
609,162,32,806,0.8326446280991735,0.00791358024691358,0.14932632967325646,-0.702,0.52,1.222,0.0,,0,,,0,,-0.0003055555555555583,36,0.10720229726868048,0.02920754716981132,53,0.21676088904336022,,0,,,0,,,0,,,0,,,0,,,0,,0
610,190,37,778,0.8037190082644629,0.013957894736842107,0.1003589236773789,-0.341,0.52,0.861,0.0,,0,,,0,,-0.003588235294117646,68,0.05547252521344013,0.04850943396226416,53,0.13408229715099912,,0,,,0,,,0,,,0,,,0,,,0,,0
612,158,26,810,0.8367768595041323,0.0012405063291139231,0.12152976256683339,-0.336,0.52,0.8560000000000001,0.0,,0,,,0,,-0.0006666666666666661,36,0.043393877119111766,0.026735849056603773,53,0.1595515531519751,,0,,,0,,,0,,,0,,,0,,,0,,0
613,204,39,764,0.7892561983471075,0.0016274509803921582,0.10153297133129764,-0.48,0.33,0.81,0.0,,0,,,0,,0.021838235294117644,68,0.06960005367430543,-0.03322641509433962,53,0.137318081266345,,0,,,0,,,0,,,0,,-0.020071428571428573,14,0.0786613621170514,,0,,0
614,210,34,758,0.7830578512396694,0.0002285714285714285,0.11329047706723468,-0.381,0.52,0.901,0.0,,0,,-0.008285714285714285,49,0.11499039814987454,0.013470588235294118,68,0.05999290271163931,-0.006660377358490566,53,0.17056094595325813,,0,,,0,,,0,,0.029142857142857137,14,0.11844106430746776,,0,,,0,,0
616,191,37,777,0.8026859504132231,0.005068062827225129,0.12041070321334776,-0.48,0.475,0.955,0.0,,0,,,0,,0.0061470588235294134,68,0.06914947355340392,0.011320754716981128,53,0.15120780067190592,,0,,,0,,,0,,,0,,,0,,,0,,0
618,210,39,758,0.7830578512396694,-0.010128571428571428,0.11665246155749606,-0.432,0.52,0.952,0.0,,0,,0.014816326530612245,49,0.15498759002328055,-0.008191176470588233,68,0.060526362173835016,-0.03752830188679245,53,0.15155483950011997,,0,,,0,,,0,,-7.142857142857149e-05,14,0.10785208124357835,,0,,,0,,0
620,110,37,858,0.8863636363636364,-0.0005454545454545435,0.1353776665252737,-0.336,0.671,1.0070000000000001,0.0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0
621,190,40,778,0.8037190082644629,0.01318421052631579,0.12634086237630002,-0.492,0.491,0.983,0.0,,0,,,0,,0.001176470588235295,68,0.06972738839104005,0.02562264150943396,53,0.15852508008502994,,0,,,0,,,0,,,0,,,0,,,0,,0
625,174,28,794,0.8202479338842975,0.006850574712643674,0.20348558220989,-0.985,0.52,1.505,0.004,,0,,,0,,0.028416666666666663,36,0.05898637857287779,0.10454716981132076,53,0.16067652239081234,,0,,-0.33678571428571435,14,0.44754237935494035,-0.029500000000000002,14,0.11178946558323202,,0,,,0,,,0,,0
629,190,37,778,0.8037190082644629,0.005010526315789473,0.1156156279816182,-0.48,0.624,1.104,0.0,,0,,,0,,0.0020441176470588243,68,0.04173599821462316,0.0010754716981132059,53,0.15128460812661415,,0,,,0,,,0,,,0,,,0,,,0,,0
631,210,38,758,0.7830578512396694,9.999999999999956e-05,0.12190852520126062,-0.293,0.52,0.813,0.0,,0,,0.005775510204081633,49,0.17136307280475696,-0.008808823529411767,68,0.053599470189223036,0.02450943396226415,53,0.15444461574417465,,0,,,0,,,0,,,0,,-0.018357142857142853,14,0.08419447007499241,,0,,0
632,158,24,810,0.8367768595041323,0.004227848101265824,0.11388713256890161,-0.289,0.52,0.8089999999999999,0.0,,0,,,0,,0.003888888888888889,36,0.054860226434498456,-0.016358490566037737,53,0.14671585493730896,,0,,,0,,,0,,,0,,,0,,,0,,0
633,158,24,810,0.8367768595041323,0.004227848101265824,0.11388713256890161,-0.289,0.52,0.8089999999999999,0.0,,0,,,0,,0.003888888888888889,36,0.054860226434498456,-0.016358490566037737,53,0.14671585493730896,,0,,,0,,,0,,,0,,,0,,,0,,0
637,190,41,778,0.8037190082644629,-0.007089473684210525,0.12423129731483047,-0.381,0.53,0.911,0.0,,0,,,0,,-0.03127941176470589,68,0.058579922592916576,0.021622641509433962,53,0.16761175679517581,,0,,,0,,,0,,,0,,,0,,,0,,0
638,207,41,761,0.7861570247933884,-0.018135265700483093,0.10783595534355062,-0.48,0.269,0.749,0.0,-0.02167391304347826,46,0.11938621814148231,,0,,-0.011735294117647059,68,0.07430747288649964,-0.024226415094339628,53,0.15061408166740814,,0,,,0,,,0,,,0,,0.00757142857142857,14,0.0842731039178933,,0,,0
641,158,28,810,0.8367768595041323,-0.0008860759493670894,0.11214128796882222,-0.339,0.52,0.859,0.0,,0,,,0,,-0.01483333333333333,36,0.0667800226757331,0.04775471698113208,53,0.13657371997180714,,0,,,0,,,0,,,0,,,0,,,0,,0
643,160,28,808,0.8347107438016529,0.002724999999999998,0.14196872496407262,-0.354,0.56,0.914,0.0,,0,,,0,,-0.01311111111111111,36,0.055651865725509675,0.007000000000000006,53,0.20495393478685742,,0,,,0,,0.10142857142857142,14,0.0763098081060804,,0,,,0,,,0,,0
645,190,38,778,0.8037190082644629,0.006205263157894738,0.11868684050777814,-0.48,0.496,0.976,0.0,,0,,,0,,0.005352941176470588,68,0.07131175296277152,-0.02277358490566038,53,0.12500917528009292,,0,,,0,,,0,,,0,,,0,,,0,,0
649,190,36,778,0.8037190082644629,0.004763157894736845,0.11593882582590827,-0.48,0.388,0.868,0.0005,,0,,,0,,-0.012941176470588235,68,0.039433254529322885,-0.017679245283018865,53,0.11266949173866997,,0,,,0,,,0,,,0,,,0,,,0,,0
650,190,42,778,0.8037190082644629,0.005968421052631579,0.11913803764275595,-0.28,0.52,0.8,0.0,,0,,,0,,-0.008970588235294119,68,0.06613508802674668,0.045603773584905666,53,0.17315981275895687,,0,,,0,,,0,,,0,,,0,,,0,,0
652,190,38,778,0.8037190082644629,0.010063157894736843,0.1208060503868939,-0.501,0.347,0.848,0.0,,0,,,0,,0.017147058823529415,68,0.08155050897209921,-0.023188679245283016,53,0.146767484426083,,0,,,0,,,0,,,0,,,0,,,0,,0
654,190,38,778,0.8037190082644629,0.006552631578947368,0.10640128131275395,-0.48,0.487,0.967,0.0,,0,,,0,,0.03883823529411764,68,0.07147123631727612,-0.031132075471698106,53,0.11848612994709695,,0,,,0,,,0,,,0,,,0,,,0,,0
656,158,27,810,0.8367768595041323,0.015670886075949367,0.12160887722363038,-0.278,0.589,0.867,0.0015,,0,,,0,,0.007694444444444445,36,0.06288257512195453,0.0509622641509434,53,0.17217857034800446,,0,,,0,,,0,,,0,,,0,,,0,,0
662,192,43,776,0.8016528925619835,0.006484375,0.11295191844424605,-0.48,0.803,1.283,0.0,,0,,,0,,0.013749999999999998,68,0.06451573335819931,0.007452830188679246,53,0.14365604836629958,,0,,-0.03564285714285714,14,0.07305488678737708,,0,,,0,,,0,,,0,,0
664,190,39,778,0.8037190082644629,-0.005473684210526317,0.10763988974660668,-0.319,0.52,0.839,0.0,,0,,,0,,-0.013426470588235297,68,0.04421295689621522,0.020830188679245284,53,0.15060643257396422,,0,,,0,,,0,,,0,,,0,,,0,,0
668,207,39,761,0.7861570247933884,-0.004033816425120772,0.10576372190082782,-0.48,0.366,0.846,0.0,0.020369565217391306,46,0.10272884668888767,,0,,-0.007661764705882353,68,0.08127870061066882,-0.00443396226415094,53,0.14343297944898842,,0,,,0,,,0,,-0.004857142857142857,14,0.11076923840048816,,0,,,0,,0
669,192,41,776,0.8016528925619835,0.0134375,0.1070626681970237,-0.48,0.579,1.059,0.0,,0,,,0,,0.030411764705882353,68,0.06932149529743405,0.01560377358490566,53,0.14148788200661208,-0.00028571428571428503,14,0.043251373604561036,,0,,,0,,,0,,,0,,,0,,0
671,204,45,764,0.7892561983471075,-0.015313725490196077,0.11529366919094253,-0.48,0.366,0.846,0.0,,0,,,0,,0.0028970588235294114,68,0.03622983832768537,-0.027,53,0.1581878143707176,,0,,,0,,,0,,,0,,-0.10214285714285713,14,0.09186684104461458,,0,,0
673,160,27,808,0.8347107438016529,0.021637499999999997,0.12021231152742763,-0.291,0.52,0.8109999999999999,0.0,,0,,,0,,0.003111111111111113,36,0.07040851319378026,0.035622641509433964,53,0.15241456956592167,,0,,0.030071428571428572,14,0.09084514659210287,,0,,,0,,,0,,,0,,0
674,192,39,776,0.8016528925619835,0.019796875000000002,0.1119026100066878,-0.48,0.285,0.7649999999999999,0.0,,0,,,0,,0.03485294117647059,68,0.08568813023320185,0.020037735849056604,53,0.15042260497372967,,0,,0.02635714285714286,14,0.06107323112820838,,0,,,0,,,0,,,0,,0
675,190,42,778,0.8037190082644629,-0.0031999999999999993,0.09530153759925941,-0.28,0.52,0.8,0.0,,0,,,0,,-0.0034852941176470595,68,0.06520816097791103,0.009716981132075473,53,0.14581223138502616,,0,,,0,,,0,,,0,,,0,,,0,,0
